Topic,Count,Name,Representation,Representative_Docs
1478,20,1478_define_method_ruby_dynamically_chaining,"['define_method', 'ruby', 'dynamically', 'chaining', 'methods', 'method_', 'find_by_name', 'find_by_id', 'lazily', 'define']","['define_method: How to dynamically create methods with arguments', 'Ruby define_method', 'Using define_method and meta-programming to define instance methods dynamically in Ruby?']"
1479,20,1479_virtual_template_templated_workaround,"['virtual', 'template', 'templated', 'workaround', 'templates', 'member', 'variadic', 'base', 'may', 'appear']","['C++ Virtual Template Class', 'Virtual template function in c++', 'template virtual function']"
1480,20,1480_sqlite3_operationalerror_database_sporadically,"['sqlite3', 'operationalerror', 'database', 'sporadically', 'unable', 'sqlite', 'sqllite3', 'anydbm', 'telethon', 'call_command']","['sqlite3 and python :sqlite3.OperationalError:', 'sqlite3.OperationalError: unable to open database file', 'Sqlite3, OperationalError: unable to open database file']"
1481,20,1481_sorting_table_sort_sortcolumns,"['sorting', 'table', 'sort', 'sortcolumns', 'smarter', 'reserve', 'rowspan', 'correlation', 'jquery', 'arrange']","['Table sorting with jquery', 'sorting <table> with JavaScript (jQuery)', 'HTML Table Sorting in jQuery']"
1482,20,1482_permissions_writable_user_directory,"['permissions', 'writable', 'user', 'directory', 'accessible', 'uac', 'rights', 'write', 'vista', 'folder']","['Checking for directory and file write permissions in .NET', 'How to check Read and write permissions on folder in C#', 'How do you check for permissions to write to a directory or file?']"
1483,20,1483_overflowing_overflows_overflow_overflowed,"['overflowing', 'overflows', 'overflow', 'overflowed', 'verticaly', 'div', 'ellipsis', 'detecting', 'detect', 'hidden']","['How to check if a div is overflowing in react functional component', ""Check if an element's content is overflowing?"", 'Check if overflow:hidden div is overflowing jQuery']"
1484,20,1484_icon_120x120_ipod_pixels,"['icon', '120x120', 'ipod', 'pixels', 'bundle', 'contain', 'missing', 'required', 'png', 'appstore']","[""'Missing recommended icon file - The bundle does not contain an app icon for iPhone / iPod Touch of exactly '120x120' pixels, in .png format'"", ""Missing required icon file. The bundle does not contain an app icon for iPhone / iPod Touch of exactly '120x120' pixels"", ""Missing required icon file. The bundle does not contain an app icon for iPhone / iPod Touch of exactly '120x120' pixels""]"
1485,20,1485_rust_convenient_concatenation_literal,"['rust', 'convenient', 'concatenation', 'literal', 'extendr', 'treats', 'expr', 'decltype', 'to_string', 'construct']","['A more convenient concatenation with a string literal in Rust', 'How can I create a static String in Rust?', 'How to push String in String in Rust?']"
1486,20,1486_tier_architecture_layer_tiers,"['tier', 'architecture', 'layer', 'tiers', 'layers', 'tiered', 'partitioning', 'contradiction', 'seeming', 'layering']","['Main Difference Between 3-tier & n-tier Architecture in .NET?', 'Main Difference Between 3-tier & n-tier Architecture in .NET?', 'Difference between 3-tier and n-tier architecture']"
1487,20,1487_selected_select_sibiling_jquery,"['selected', 'select', 'sibiling', 'jquery', 'selection', 'selecting', 'paragraph', 'drop', 'down', 'box']","['Javascript get HTML of selected text nodes', 'Get selected text from a drop-down list (select box) using jQuery', 'Get selected text from a drop-down list (select box) using jQuery']"
1488,20,1488_ipad_device_detect_mobile,"['ipad', 'device', 'detect', 'mobile', 'desktop', 'agent', 'user', 'locating', 'pro', 'excludes']","['run code if NOT iPad', 'Detect user device and assign different jquery (desktop / mobile(ipad)) in js/ jquery?', 'How to detect iPad 4 from JavaScript?']"
1489,20,1489_rearrange_arranging_phpmyadmin_reorder,"['rearrange', 'arranging', 'phpmyadmin', 'reorder', 'mysql', 'myadmin', 'columns', 're', 'reordering', 'tabular']","['How to rearrange MySQL columns?', 'changing position / re-arranging records in phpmyadmin', 'MySQL re-arranging order of columns with phpmyadmin']"
1490,20,1490_nosql_relational_databases_couchdb,"['nosql', 'relational', 'databases', 'couchdb', 'mongodb', 'buses', 'scalibility', 'prevelance', 'everyone', 'clusters']","['Why choose an relational DB over a NoSQL one?', 'NoSQL engines that support dynamic queries?', 'Do I really need a NoSQL Database?']"
1491,20,1491_tags_commit_changelog_etags,"['tags', 'commit', 'changelog', 'etags', 'wildcards', 'commits', 'lightweight', 'containing', 'pointing', 'changes']","['How to get tags on current commit', 'Get all tags when they refer to same commit', 'Get commit list between tags in git']"
1492,20,1492_fibonacci_recursion_recursive_programs,"['fibonacci', 'recursion', 'recursive', 'programs', 'visualize', 'poorly', 'solving', 'fizzbuzz', 'memoization', 'trick']","['How does the fibonacci recursive function ""work""?', 'How does this Fibonacci Lambda function work?', 'Python: Fibonacci Sequence']"
1493,20,1493_pointer_rather_itself_benefit,"['pointer', 'rather', 'itself', 'benefit', 'pointers', 'accessed', 'storing', 'advantage', 'object', 'declaring']","['Why should I use a pointer rather than the object itself?', 'Why should I use a pointer rather than the object itself?', 'Why should I use a pointer rather than the object itself?']"
1494,20,1494_pytest_pycharm_test_tests,"['pytest', 'pycharm', 'test', 'tests', 'fixture', 'py', 'test_foo', 'doctests', 'parametrization', 'disappeared']","['Why does pycharm not recognize my pytest tests and show the test output?', 'Why does pycharm not recognize my pytest tests and show the test output?', 'Running PyTest Tests in Pycharm']"
1495,19,1495_bat_delete_batch_self,"['bat', 'delete', 'batch', 'self', 'deletes', 'pascal', 'buffer', 'cmd', 'deleting', 'itself']","['How to make .BAT file delete it self after completion?', ""Bat file delete it's own folder"", 'Creating a "".bat"" file, run it and delete it from Java']"
1496,19,1496_timezone_jvm_zone_timezones,"['timezone', 'jvm', 'zone', 'timezones', 'againts', 'getdefault', 'getzone', 'tozoneid', 'systemdefaultzone', 'sparklyr']","['How to set a JVM TimeZone Properly', 'how to set timezone for jvm through command line', 'java - jvm default timezone update after operating system timezone changes']"
1497,19,1497_increment_incremented_insert_numerical,"['increment', 'incremented', 'insert', 'numerical', 'mysql', 'populated', 'increments', 'column', 'auto_increment', 'field']","['MySQL insert, increment column value per same id', 'MySQL increment field on insert', 'Insert new increment value']"
1498,19,1498__get_get_result___get_stmt,"['_get', 'get_result', '__get', 'stmt', 'ideas', 'php', 'please', 'array', 'via', 'saving']","['How to get PHP $_GET array?', 'Using $_GET in a PHP array()', 'php and $_GET array']"
1499,19,1499_merge_lists_merging_associates,"['merge', 'lists', 'merging', 'associates', 'consolidating', 'combine', 'minimal', 'cover', 'sublists', 'comparisons']","['Merge Lists in Python', 'Merge lists into one', 'How do I merge multiple lists into one list?']"
1500,19,1500_42_96_33_55,"['42', '96', '33', '55', '456', '40', 'resulting', '24', '32', '20']","['JavaScript: Why []+(-~{}-~{}-~{}-~{})+(-~{}-~{}); returns ""42""', 'Why does 2+\u168040 equal 42?', 'Why does 2+\u168040 equal 42?']"
1501,19,1501_zoom_mouse_zooming_canvas,"['zoom', 'mouse', 'zooming', 'canvas', 'pan', 'cursor', 'wheel', 'scale', 'canvasjs', 'pinned']","['Zoom/scale at mouse position', 'Zoom Canvas to Mouse Cursor', 'Zoom in/out at mouse position in canvas']"
1502,19,1502_stroke_svg_alignment_handwriting,"['stroke', 'svg', 'alignment', 'handwriting', 'clipped', 'uneven', 'units', 'clip', 'drawn', 'path']","['Zero stroke-width in SVG', 'SVG - Different stroke width on different svg items', 'Stroke SVG Path only inside or only outside']"
1503,19,1503_entityframework_count_total_entity,"['entityframework', 'count', 'total', 'entity', 'framework', 'counting', 'records', 'rowcount', 'entityframeworkcore', 'rows']","['Better way to query a page of data and get total count in entity framework 4.1?', 'Get total row count in Entity Framework', 'Get total row count in Entity Framework']"
1504,19,1504_tab_tabs_ui_default,"['tab', 'tabs', 'ui', 'default', 'tabid', 'opened', 'preselect', 'receives', 'jquery', 'focus']","['Set default focus tab in jQuery UI tabs', 'Set default focus tab in jQuery UI tabs', 'Set default tab in jQuery UI Tabs']"
1505,19,1505_sslerror_openssl_certificate_ssl,"['sslerror', 'openssl', 'certificate', 'ssl', 'hostname', 'ssl_connect', 'errno', 'sslv3', 'verify', 'rails']","['Amazon S3 - hostname does not match the server certificate (OpenSSL::SSL::SSLError) + rails', 'Rails 3: OpenSSL::SSL::SSLError: hostname was not match with the server certificate', 'OpenSSL::SSL::SSLError: hostname does not match the server certificate']"
1506,19,1506_size_t_size_type_choosing_container,"['size_t', 'size_type', 'choosing', 'container', 'std', 'fgets', 'universally', 'compile', 'containers', 'larger']","['std::size_t vs. size_type as parameters and function return types', 'C++ for-loop - size_type vs. size_t', ""'size_t' vs 'container::size_type'""]"
1507,19,1507_macros_macro_construstion_horror,"['macros', 'macro', 'construstion', 'horror', 'lurk', 'beneficial', 'proprietary', 'reliance', 'metaprogramming', 'dangers']","['Compilation and Macros', ""What's the purpose of macros?"", 'Real-world use of X-Macros']"
1508,19,1508_iis_404_manager_served,"['iis', '404', 'manager', 'served', 'requesting', '0x80070002', 'extensionless', 'elevated', 'servermanager', 'configuration']","['How do i setup an asp.net web app on a windows iis', 'IIS Manager in Windows 10', 'What is this error (extension configuration) in IIS web server?']"
1509,19,1509_group_concat_group_by_performant_nest,"['group_concat', 'group_by', 'performant', 'nest', 'concat', 'subselect', 'performed', 'truncated', 'alternative', 'sorting']","['MySQL GROUP_CONCAT with ORDER BY', 'GROUP_CONCAT ORDER BY', 'GROUP_CONCAT ORDER BY']"
1510,19,1510_timeout_httpwebrequest_ierrorhandler_isreachable,"['timeout', 'httpwebrequest', 'ierrorhandler', 'isreachable', 'fsockopen', 'getbyname', 'handleunauthorizedrequest', 'infiniteloop', 'begun', 'basehttpserver']","['HttpWebRequest timeout handling', 'httpwebrequest timeout error c#', 'HttpWebRequest Timeout']"
1511,19,1511_struct_structs_intrinsical_initialiser,"['struct', 'structs', 'intrinsical', 'initialiser', 'initialize', 'replication', 'initializing', 'valued', 'declare', 'pointer']","['Why declare a struct that only contains an array in C?', 'C: Only a single array within a struct, why and when?', 'Initialize an array in a struct']"
1512,19,1512_pandas_tsv_dataframe_csv,"['pandas', 'tsv', 'dataframe', 'csv', 'etl', 'indicated', 'pd', 'covert', 'import', 'pytorch']","['Pandas: Reading TSV into DataFrame', 'transform a tsv file into a pandas dataframe', 'How to load a tsv file into a Pandas DataFrame?']"
1513,19,1513_ruby_shell_carlo_monte,"['ruby', 'shell', 'carlo', 'monte', 'metasploit', 'commands', 'scripting', 'script', 'scratch', 'simulation']","['A ruby script to run other ruby scripts', 'How can I run a bash command in Ruby?', 'Ruby script from the bash']"
1514,19,1514_columnname_operators_operater_dialets,"['columnname', 'operators', 'operater', 'dialets', 'recommending', 'sql', 'inequality', 'angle', 'mssql', 'equal']","['Are there any SQL dialets recommending to use != over <> for not equal?', 'What is the difference between NOT and != operators in SQL?', ""In SQL Server is there any difference between not(columnName='value') and columnName<>'value'?""]"
1515,19,1515_hidden_element_jquery_check,"['hidden', 'element', 'jquery', 'check', 'toggle', 'if', 'do', 'an', 'field', 'is']","['How do I check if an element is hidden in jQuery?', 'How do I check if an element is hidden in jQuery?', 'How do I check if an element is hidden in jQuery?']"
1516,19,1516_firebug_preview_stylesheets_media,"['firebug', 'preview', 'stylesheets', 'media', 'debug', 'suggestions', 'printing', 'print', '57', 'quantum']","['How to see the print media CSS in Firebug?', 'How to see the print media CSS in Firebug?', 'Firebug not working in print preview']"
1517,19,1517_modified_enumeration_may_collection,"['modified', 'enumeration', 'may', 'collection', 'operation', 'execute', 'invalidoperationexception', 'was', 'loopng', 'modifying']","['C# - Collection was modified; enumeration operation may not execute', 'Collection was modified, enumeration operation may not execute', 'Collection was modified; enumeration operation may not execute']"
1518,19,1518_errors_display_error_reporting_php,"['errors', 'display', 'error_reporting', 'php', '__dir__', 'reporting', 'wont', 'production', 'infinite', 'mysqli']","['How do I get PHP errors to display?', 'How do I get PHP errors to display?', 'How do I get PHP errors to display?']"
1519,19,1519_radio_styling_label_buttons,"['radio', 'styling', 'label', 'buttons', 'selected', 'style', 'button', 'shiny', 'css', 'radiobutton']","['Change Style of Selected Radio Button Label', 'CSS Styling of Selected Radio Label', 'CSS - How to Style a Selected Radio Buttons Label?']"
1520,19,1520_ebs_ec2_instance_volumes,"['ebs', 'ec2', 'instance', 'volumes', 'amazon', 'elastic', 'aws', 'charged', 'cents', 'drives']","['How do I know if my EC2 instance is EBS-backed?', 'Add EBS to Ubuntu EC2 Instance', 'What does EC2 store and why does it even need a storage solution like EBS or Instance Store?']"
